objectid,incident_number,call_type,call_time,race,gender,age,stop_type,stop_outcome,veh_state,count_tickets,count_warnings,search,search_type,contraband,viol_dui,arrest
13334,21BU002122,Traffic,2021/02/20 10:36:00+00,White,Female - F,33.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
13452,21BU004513,Traffic,2021/04/09 00:32:00+00,White,Female - F,76.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
13453,21BU011828,Traffic,2021/07/30 00:03:00+00,White,Female - F,76.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
14484,21BU003210,Traffic,2021/03/15 00:57:00+00,White,Female - F,35.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
15721,21BU002638,Traffic,2021/03/03 12:00:00+00,White,Female - F,61.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
16124,21BU002356,Traffic,2021/02/25 11:13:00+00,White,Female - F,49.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
16738,21BU003283,Traffic,2021/03/17 07:15:00+00,White,Female - F,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
16912,21BU013423,Traffic,2021/08/21 21:34:00+00,White,Female - F,54.0,O = Other,5,VT,0,1,0,NS = No search,0,0,none
19806,21BU004458,Traffic,2021/04/08 09:02:00+00,White,Female - F,47.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
20966,21BU017160,Traffic,2021/10/12 10:19:00+00,White,Female - F,64.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
21635,21BU000171,Traffic,2021/01/05 09:35:00+00,White,Female - F,81.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
22218,21BU017644,Traffic,2021/10/18 17:00:00+00,White,Female - F,44.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
22490,21BU002618,Traffic,2021/03/03 08:05:00+00,White,Female - F,37.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
22987,21BU002620,Traffic,2021/03/03 08:20:00+00,White,Female - F,73.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
22991,21BU017682,Traffic,2021/10/19 12:11:00+00,White,Female - F,41.0,O = Other,5,VT,0,1,0,NS = No search,0,0,none
23250,21BU004658,Traffic,2021/04/10 23:57:00+00,Black,Female - F,22.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
23939,21BU002632,Traffic,2021/03/03 09:34:00+00,White,Female - F,67.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
25517,21BU020315,Traffic,2021/12/07 12:06:00+00,Asian,Female - F,69.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
26074,21BU001217,Traffic,2021/01/30 22:15:00+00,Asian,Female - F,20.0,M = Moving violation,4,NJ,1,0,0,NS = No search,0,0,none
26342,21BU001968,Traffic,2021/02/17 10:53:00+00,White,Female - F,47.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
26362,21BU017695,Traffic,2021/10/19 15:30:00+00,White,Female - F,51.0,O = Other,5,VT,0,1,0,NS = No search,0,0,none
27131,21BU004710,Traffic,2021/04/12 07:52:00+00,Black,Female - F,52.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
27672,21BU007419,Traffic,2021/05/26 16:56:00+00,White,Female - F,19.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
27741,21BU000323,Traffic,2021/01/09 00:20:00+00,White,Female - F,42.0,V = Vehicle Equipment,4,VT,1,0,0,NS = No search,0,0,none
27954,21BU008776,Traffic,2021/06/15 08:31:00+00,White,Female - F,44.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
28246,21BU009768,Traffic,2021/06/30 11:41:00+00,White,Female - F,59.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
28292,21BU004405,Traffic,2021/04/07 12:04:00+00,White,Female - F,38.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
28313,21BU003347,Traffic,2021/03/18 08:24:00+00,Asian,Female - F,23.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
28319,21BU001227,Traffic,2021/01/31 05:46:00+00,White,Female - F,44.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
28733,21BU003479,Traffic,2021/03/20 18:24:00+00,White,Female - F,33.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
28734,21BU020700,Traffic,2021/12/14 11:43:00+00,White,Female - F,33.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
28741,21BU002534,Traffic,2021/03/01 12:19:00+00,White,Female - F,26.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
29556,21BU003598,Traffic,2021/03/22 20:19:00+00,White,Female - F,23.0,V = Vehicle Equipment,5,CT,0,1,0,NS = No search,0,0,none
29595,21BU019919,Traffic,2021/11/30 10:09:00+00,White,Female - F,22.0,M = Moving violation,5,IL,0,1,0,NS = No search,0,0,none
29711,21BU004001,Traffic,2021/03/30 11:30:00+00,White,Female - F,21.0,M = Moving violation,5,CT,0,1,0,NS = No search,0,0,none
29764,21BU009766,Traffic,2021/06/30 11:16:00+00,White,Female - F,18.0,M = Moving violation,4,CT,1,0,0,NS = No search,0,0,none
29766,21BU001534,Traffic,2021/02/06 16:44:00+00,White,Female - F,22.0,M = Moving violation,5,CT,0,1,0,NS = No search,0,0,none
29872,21BU010636,Traffic,2021/07/12 12:30:00+00,White,Female - F,21.0,M = Moving violation,5,CT,0,1,0,NS = No search,0,0,none
29878,21BU006457,Traffic,2021/05/13 14:27:00+00,White,Female - F,20.0,V = Vehicle Equipment,5,CT,0,1,0,NS = No search,0,0,none
29911,21BU009761,Traffic,2021/06/30 10:33:00+00,White,Female - F,22.0,M = Moving violation,5,CT,0,1,0,NS = No search,0,0,none
29980,21BU001818,Traffic,2021/02/12 23:31:00+00,White,Female - F,33.0,M = Moving violation,5,CO,0,1,0,NS = No search,0,0,none
30074,21BU001696,Traffic,2021/02/10 07:35:00+00,White,Female - F,63.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
30172,21BU004410,Traffic,2021/04/07 12:45:00+00,White,Female - F,23.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
30363,21BU008433,Traffic,2021/06/10 12:15:00+00,White,Female - F,66.0,M = Moving violation,5,CA,0,1,0,NS = No search,0,0,none
30431,21BU005339,Traffic,2021/04/23 19:07:00+00,White,Female - F,21.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
30448,21BU002185,Traffic,2021/02/21 23:54:00+00,Asian,Female - F,21.0,M = Moving violation,5,IN,0,1,0,NS = No search,0,0,none
30542,21BU005316,Traffic,2021/04/23 11:23:00+00,White,Female - F,51.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
30672,21BU004716,Traffic,2021/04/12 08:28:00+00,White,Female - F,56.0,M = Moving violation,4,MA,1,0,0,NS = No search,0,0,none
30674,21BU003836,Traffic,2021/03/27 09:13:00+00,Asian,Female - F,22.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
30884,21BU005801,Traffic,2021/05/02 00:01:00+00,White,Female - F,30.0,V = Vehicle Equipment,5,ME,0,1,0,NS = No search,0,0,none
31021,21BU015841,Motor Vehicle Complaint,2021/09/22 20:35:00+00,White,Female - F,32.0,,3,VT,1,0,0,,0,0,none
31106,21BU003844,Traffic,2021/03/27 11:14:00+00,White,Female - F,18.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
31162,21BU002453,Traffic,2021/02/27 11:11:00+00,White,Female - F,23.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
31500,21BU003663,Traffic,2021/03/23 23:48:00+00,White,Female - F,19.0,V = Vehicle Equipment,5,MA,0,1,0,NS = No search,0,0,none
31906,21BU001700,Traffic,2021/02/10 08:12:00+00,White,Female - F,38.0,M = Moving violation,5,NH,0,1,0,NS = No search,0,0,none
32037,21BU018957,Traffic,2021/11/10 08:17:00+00,White,Female - F,72.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
32147,21BU003293,Traffic,2021/03/17 09:47:00+00,White,Female - F,35.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
32198,21BU002531,Traffic,2021/03/01 11:38:00+00,White,Female - F,24.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
32254,21BU000878,Traffic,2021/01/22 19:28:00+00,White,Female - F,23.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
32307,21BU018088,Traffic,2021/10/26 08:50:00+00,White,Female - F,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
32320,21BU008424,Traffic,2021/06/10 10:51:00+00,White,Female - F,19.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
32374,21BU001979,Traffic,2021/02/17 12:22:00+00,White,Female - F,32.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
32472,21BU018546,Traffic,2021/11/03 06:55:00+00,White,Female - F,21.0,M = Moving violation,4,CT,1,0,0,NS = No search,0,0,none
32645,21BU000073,Traffic,2021/01/02 15:50:00+00,White,Female - F,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
32737,21BU003845,Traffic,2021/03/27 11:26:00+00,White,Female - F,59.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
32994,21BU020492,Traffic,2021/12/10 18:52:00+00,Asian,Female - F,20.0,V = Vehicle Equipment,5,MD,0,1,0,NS = No search,0,0,none
33527,21BU000473,Traffic,2021/01/12 16:08:00+00,White,Female - F,44.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
33735,21BU005294,Traffic,2021/04/23 07:48:00+00,White,Female - F,22.0,M = Moving violation,4,MA,1,0,0,NS = No search,0,0,none
33969,21BU006438,Traffic,2021/05/13 12:02:00+00,White,Female - F,20.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
33970,21BU005028,Traffic,2021/04/17 11:08:00+00,White,Female - F,20.0,M = Moving violation,4,MA,1,0,0,NS = No search,0,0,none
33997,21BU001917,Traffic,2021/02/15 21:45:00+00,White,Female - F,31.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
34621,21BU001879,Traffic,2021/02/15 00:07:00+00,White,Female - F,21.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
34787,21BU009245,Traffic,2021/06/22 12:48:00+00,White,Female - F,22.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
35155,21BU001880,Traffic,2021/02/15 01:24:00+00,White,Female - F,25.0,M = Moving violation,5,CT,0,1,0,NS = No search,0,0,none
40872,21BU002276,Traffic,2021/02/23 19:53:00+00,Black,Female - F,22.0,M = Moving violation,5,NONE,0,1,0,NS = No search,0,0,none
40884,21BU006067,Traffic,2021/05/07 10:05:00+00,White,Female - F,27.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
40892,21BU009206,Traffic,2021/06/21 23:01:00+00,White,Female - F,17.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
40901,21BU011882,Traffic,2021/07/30 18:19:00+00,White,Female - F,46.0,E = Externally Generated,5,NONE,0,1,1,SPC = Consent Search w/PC,1,0,none
2658,21BU003294,DLS,2021/03/17 10:02:00+00,White,Female - F,22.0,M = Moving violation,A = Arrest for Violation,VT,0,1,0,NS = No search,0,0,arrest
22713,21BU015905,DLS,2021/09/23 13:21:00+00,White,Female - F,33.0,M = Moving violation,A = Arrest for Violation,VT,0,1,0,NS = No search,0,0,arrest
40875,21BU003618,Traffic,2021/03/23 12:12:00+00,White,Female - F,53.0,M = Moving violation,A = Arrest for Violation,NONE,0,0,0,NS = No search,0,0,arrest
40895,21BU010275,DLS,2021/07/07 11:54:00+00,White,Female - F,40.0,,A = Arrest for Violation,NONE,0,0,0,NS = No search,0,0,arrest
105,21BU004581,Traffic,2021/04/09 21:13:00+00,White,Male - M,22.0,M = Moving violation,5,PA,0,1,0,NS = No search,0,0,none
409,21BU012584,Traffic,2021/08/09 18:12:00+00,White,Male - M,22.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
410,21BU012595,Traffic,2021/08/09 21:02:00+00,White,Male - M,32.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
414,21BU015800,Traffic,2021/09/22 12:44:00+00,White,Male - M,30.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
417,21BU005056,Traffic,2021/04/17 20:10:00+00,White,Male - M,32.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
459,21BU019917,Traffic,2021/11/30 09:51:00+00,White,Male - M,58.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
504,21BU001409,Traffic,2021/02/04 12:00:00+00,Black,Male - M,65.0,M = Moving violation,5,VT,0,2,0,NS = No search,0,0,none
538,21BU002631,Traffic,2021/03/03 09:24:00+00,White,Male - M,80.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
577,21BU003408,Traffic,2021/03/19 06:14:00+00,White,Male - M,64.0,M = Moving violation,5,NH,0,1,0,NS = No search,0,0,none
582,21BU017176,Traffic,2021/10/12 12:42:00+00,White,Male - M,89.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
636,21BU002625,Traffic,2021/03/03 08:47:00+00,White,Male - M,69.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
697,21BU010599,Traffic,2021/07/12 09:05:00+00,White,Male - M,20.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
701,21BU006433,Traffic,2021/05/13 11:28:00+00,White,Male - M,29.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
703,21BU004002,Traffic,2021/03/30 11:45:00+00,White,Male - M,29.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
704,21BU020328,Traffic,2021/12/07 14:27:00+00,White,Male - M,38.0,V = Vehicle Equipment,4,VT,1,1,0,NS = No search,0,0,none
705,21BU001894,Traffic,2021/02/15 10:37:00+00,White,Male - M,20.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
706,21BU002361,Traffic,2021/02/25 11:36:00+00,Black,Male - M,20.0,O = Other,4,VT,1,0,0,NS = No search,0,0,none
750,21BU000775,Traffic,2021/01/20 11:02:00+00,White,Male - M,20.0,M = Moving violation,5,NJ,0,1,0,NS = No search,0,0,none
761,21BU009166,Traffic,2021/06/21 12:55:00+00,White,Male - M,42.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
898,21BU009394,Motor Vehicle Complaint,2021/06/24 19:44:00+00,White,Male - M,37.0,,3,VT,1,0,0,,0,0,none
914,21BU006458,Traffic,2021/05/13 14:39:00+00,Black,Male - M,26.0,M = Moving violation,4,GA,1,1,0,NS = No search,0,0,none
952,21BU012126,Traffic,2021/08/02 23:17:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
957,21BU009975,Traffic,2021/07/03 11:30:00+00,White,Male - M,60.0,M = Moving violation,5,VA,0,1,0,NS = No search,0,0,none
986,21BU003842,Traffic,2021/03/27 10:17:00+00,White,Male - M,16.0,M = Moving violation,5,NJ,0,1,0,NS = No search,0,0,none
1066,21BU006449,Traffic,2021/05/13 13:43:00+00,White,Male - M,46.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1127,21BU011237,Traffic,2021/07/21 21:22:00+00,White,Male - M,26.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
1182,21BU005939,Motor Vehicle Complaint,2021/05/04 19:47:00+00,Black,Male - M,37.0,E = Externally Generated,5,TX,0,1,0,NS = No search,0,0,none
1188,21BU012949,Traffic,2021/08/14 16:15:00+00,White,Male - M,26.0,M = Moving violation,4,VT,2,0,0,NS = No search,0,0,none
1210,21BU016932,Traffic,2021/10/08 20:06:00+00,White,Male - M,33.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1217,21BU005845,Traffic,2021/05/02 21:27:00+00,White,Male - M,21.0,V = Vehicle Equipment,4,VT,1,0,0,NS = No search,0,0,none
1258,21BU020763,Traffic,2021/12/15 11:16:00+00,White,Male - M,30.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1398,21BU006307,Traffic,2021/05/11 11:11:00+00,White,Male - M,36.0,M = Moving violation,4,FL,1,0,0,NS = No search,0,0,none
1472,21BU021268,Traffic,2021/12/25 18:12:00+00,Asian,Male - M,37.0,M = Moving violation,5,FL,0,1,0,NS = No search,0,0,none
1473,21BU003144,Traffic,2021/03/13 14:23:00+00,White,Male - M,27.0,M = Moving violation,4,TX,1,0,0,NS = No search,0,0,none
1534,21BU020006,Traffic,2021/12/01 18:42:00+00,White,Male - M,22.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1539,21BU002121,Traffic,2021/02/20 10:21:00+00,White,Male - M,20.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1595,21BU018491,Traffic,2021/11/02 10:28:00+00,White,Male - M,45.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1600,21BU018967,Traffic,2021/11/10 11:04:00+00,White,Male - M,17.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1616,21BU010620,Traffic,2021/07/12 11:24:00+00,White,Male - M,24.0,M = Moving violation,4,NY,1,0,0,NS = No search,0,0,none
1639,21BU010992,Traffic,2021/07/17 15:56:00+00,White,Male - M,23.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
1657,21BU002895,Traffic,2021/03/08 18:48:00+00,White,Male - M,21.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1667,21BU002514,Traffic,2021/03/01 08:12:00+00,Black,Male - M,55.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1673,21BU001899,Traffic,2021/02/15 11:39:00+00,White,Male - M,18.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1678,21BU017687,Traffic,2021/10/19 13:12:00+00,White,Male - M,31.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1709,21BU010218,Traffic,2021/07/06 11:47:00+00,White,Male - M,50.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1710,21BU014851,Traffic,2021/09/10 10:18:00+00,White,Male - M,37.0,O = Other,5,VT,0,1,0,NS = No search,0,0,none
1713,21BU011700,Traffic,2021/07/28 10:27:00+00,White,Male - M,23.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1726,21BU018794,Traffic,2021/11/07 01:57:00+00,Black,Male - M,34.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
1741,21BU009988,Traffic,2021/07/03 14:27:00+00,White,Male - M,27.0,M = Moving violation,4,VT,2,0,0,NS = No search,0,0,none
1743,21BU006828,Traffic,2021/05/18 18:43:00+00,White,Male - M,66.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1746,21BU001679,Traffic,2021/02/09 21:39:00+00,White,Male - M,25.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
1748,21BU019779,Traffic,2021/11/26 20:13:00+00,White,Male - M,61.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1751,21BU007318,Traffic,2021/05/24 21:18:00+00,Asian,Male - M,28.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
1814,21BU002637,Traffic,2021/03/03 11:06:00+00,White,Male - M,24.0,M = Moving violation,5,PA,0,1,0,NS = No search,0,0,none
1815,21BU018518,Traffic,2021/11/02 15:38:00+00,White,Male - M,30.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1818,21BU004737,Traffic,2021/04/12 12:06:00+00,White,Male - M,21.0,M = Moving violation,4,NY,1,0,0,NS = No search,0,0,none
1835,21BU018683,Traffic,2021/11/05 10:34:00+00,White,Male - M,27.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
1846,21BU005960,Traffic,2021/05/05 10:33:00+00,White,Male - M,78.0,V = Vehicle Equipment,5,NY,0,1,0,NS = No search,0,0,none
1859,21BU010641,Traffic,2021/07/12 13:28:00+00,White,Male - M,23.0,M = Moving violation,5,PA,0,1,0,NS = No search,0,0,none
1871,21BU004400,Traffic,2021/04/07 10:32:00+00,White,Male - M,24.0,M = Moving violation,4,NY,1,0,0,NS = No search,0,0,none
1999,21BU005033,Traffic,2021/04/17 12:02:00+00,White,Male - M,54.0,M = Moving violation,5,MA,0,1,0,NS = No search,0,0,none
2035,21BU009932,Traffic,2021/07/02 20:45:00+00,White,Male - M,60.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2040,21BU001215,Traffic,2021/01/30 21:16:00+00,White,Male - M,29.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2045,21BU018482,Traffic,2021/11/02 08:32:00+00,White,Male - M,44.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2051,21BU018269,Traffic,2021/10/29 10:48:00+00,White,Male - M,66.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2052,21BU005311,Traffic,2021/04/23 10:45:00+00,White,Male - M,22.0,O = Other,4,VT,1,0,0,NS = No search,0,0,none
2060,21BU019256,Traffic,2021/11/14 20:23:00+00,White,Male - M,61.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2063,21BU005038,Suspicious Event,2021/04/17 13:35:00+00,Asian,Male - M,25.0,,3,VT,1,0,0,,0,0,none
2064,21BU005040,Traffic,2021/04/17 14:31:00+00,Asian,Male - M,25.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2066,21BU011315,Traffic,2021/07/22 18:12:00+00,White,Male - M,26.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2067,21BU015640,Traffic,2021/09/20 01:58:00+00,White,Male - M,32.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2069,21BU018363,Traffic,2021/10/30 20:13:00+00,White,Male - M,56.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2084,21BU008616,Traffic,2021/06/12 19:46:00+00,Black,Male - M,22.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2097,21BU003285,Traffic,2021/03/17 07:36:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2100,21BU005837,Traffic,2021/05/02 16:29:00+00,White,Male - M,66.0,M = Moving violation,5,NY,0,1,0,NS = No search,0,0,none
2102,21BU007131,Traffic,2021/05/22 00:39:00+00,White,Male - M,23.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
2108,21BU000794,Traffic,2021/01/20 21:32:00+00,White,Male - M,28.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2110,21BU002617,Traffic,2021/03/03 07:51:00+00,White,Male - M,27.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2111,21BU005015,Traffic,2021/04/17 08:22:00+00,White,Male - M,29.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2113,21BU008407,Traffic,2021/06/10 08:09:00+00,White,Male - M,32.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2118,21BU001079,Traffic,2021/01/27 21:40:00+00,Asian,Male - M,18.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2127,21BU004583,Traffic,2021/04/09 21:27:00+00,Black,Male - M,24.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2134,21BU002178,Traffic,2021/02/21 21:18:00+00,White,Male - M,21.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2135,21BU005020,Traffic,2021/04/17 08:53:00+00,White,Male - M,44.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
2136,21BU006441,Traffic,2021/05/13 12:21:00+00,White,Male - M,60.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2143,21BU001980,Traffic,2021/02/17 12:34:00+00,White,Male - M,32.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2146,21BU009993,Traffic,2021/07/03 15:49:00+00,White,Male - M,41.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2151,21BU010642,Traffic,2021/07/12 13:45:00+00,White,Male - M,40.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2156,21BU016541,Traffic,2021/10/02 21:00:00+00,White,Male - M,36.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2165,21BU003831,Traffic,2021/03/27 08:08:00+00,White,Male - M,23.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2184,21BU008409,Traffic,2021/06/10 08:42:00+00,White,Male - M,61.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2189,21BU003990,Traffic,2021/03/30 10:12:00+00,White,Male - M,21.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2224,21BU005537,Traffic,2021/04/27 14:01:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2225,21BU004198,Traffic,2021/04/03 01:25:00+00,White,Male - M,18.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2241,21BU005046,Traffic,2021/04/17 15:31:00+00,White,Male - M,18.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2252,21BU002871,Traffic,2021/03/08 09:08:00+00,White,Male - M,38.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2256,21BU011834,Traffic,2021/07/30 01:59:00+00,White,Male - M,24.0,M = Moving violation,5,FL,0,1,0,NS = No search,0,0,none
2262,21BU003971,Traffic,2021/03/30 00:04:00+00,Black,Male - M,32.0,M = Moving violation,5,NONE,0,1,0,NS = No search,0,0,none
2266,21BU009177,Traffic,2021/06/21 15:02:00+00,White,Male - M,27.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2274,21BU002522,Traffic,2021/03/01 10:10:00+00,White,Male - M,28.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2303,21BU017681,Traffic,2021/10/19 12:03:00+00,White,Male - M,34.0,V = Vehicle Equipment,5,VT,0,1,0,NS = No search,0,0,none
2306,21BU017181,Traffic,2021/10/12 13:06:00+00,White,Male - M,80.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2339,21BU005026,Traffic,2021/04/17 10:39:00+00,Black,Male - M,28.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2346,21BU003004,Traffic,2021/03/10 20:34:00+00,White,Male - M,21.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2353,21BU006318,Traffic,2021/05/11 13:27:00+00,White,Male - M,25.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2359,21BU002640,Traffic,2021/03/03 12:11:00+00,White,Male - M,30.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2373,21BU000684,Traffic,2021/01/17 19:19:00+00,White,Male - M,19.0,M = Moving violation,4,VT,1,1,0,NS = No search,0,0,none
2382,21BU014438,Traffic,2021/09/04 22:48:00+00,White,Male - M,20.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2443,21BU017567,Traffic,2021/10/17 23:12:00+00,White,Male - M,37.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2468,21BU020534,Traffic,2021/12/11 17:38:00+00,White,Male - M,25.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
2493,21BU005039,Traffic,2021/04/17 14:04:00+00,White,Male - M,28.0,M = Moving violation,4,VT,1,0,0,NS = No search,0,0,none
2494,21BU003292,Traffic,2021/03/17 09:35:00+00,White,Male - M,51.0,M = Moving violation,5,VT,0,1,0,NS = No search,0,0,none
